Product ID,SKU,Name,Description,Price,Original Price,Currency,In Stock,Stock Quantity,URL,Image URL,Category,Subcategory,Category Path,Brand,Manufacturer,Rating,Review Count,Source,Scraped At
,,Men's Cruiser,,70.0,,GBP,Yes,,https://www.allbirds.com/products/mens-cruiser-natural-black?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+Black+%28Natural+Black+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-cruiser-natural-black%22%2C%22hue%22%3A%22Black%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11793_25Q3_Cruiser_Natural_Black_Natural_Black_PDP_LEFT-2000x2000.png%3Fv%3D1751901077%22%2C%22material%22%3A%22Tree%22%2C%22name%22%3A%22Men%27s+Cruiser%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A70%2C%22price_tier%22%3A%22tier-2%22%2C%22product_id%22%3A%227193758662736%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-cruiser-natural-black%22%2C%22position%22%3A%2225%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11793_25Q3_Cruiser_Natural_Black_Natural_Black_PDP_LEFT-2000x2000.png?v=1751901077&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Wool Runner NZ Waterproof,,105.0,,GBP,Yes,,https://www.allbirds.com/products/mens-wool-runner-nz-waterproof-weathered-brown?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Weathered+Brown+%28Weathered+Brown+Sole%29%22%2C%22edition%22%3A%22Limited%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-wool-runner-nz-waterproof-weathered-brown%22%2C%22hue%22%3A%22Brown%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA12071_25Q4_Wool-Runner-NZ-Waterproof-Weathered-Brown-Weathered-Brown-Sole_PDP_LEFT.png%3Fv%3D1757523475%22%2C%22material%22%3A%22Wool%22%2C%22name%22%3A%22Men%27s+Wool+Runner+NZ+Waterproof%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A105%2C%22price_tier%22%3A%22tier-2%22%2C%22product_id%22%3A%227215631925328%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-wool-runner-nz-waterproof-weathered-brown%22%2C%22position%22%3A%2226%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A12071_25Q4_Wool-Runner-NZ-Waterproof-Weathered-Brown-Weathered-Brown-Sole_PDP_LEFT.png?v=1757523475&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Wool Runner NZ Mid Waterproof,,112.0,,GBP,Yes,,https://www.allbirds.com/products/mens-wool-runner-nz-mid-waterproof-natural-black-royal-blue?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+Black%2FRoyal+Blue+%28Barely+Grey+Sole%29%22%2C%22edition%22%3A%22Limited%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-wool-runner-nz-mid-waterproof-natural-black-royal-blue%22%2C%22hue%22%3A%22Blue%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA12026_25Q4_Wool-Runner-NZ-Mid-Waterproof-Natural-Black-Royal-Blue-Barely-Grey-Sole_PDP_LEFT.png%3Fv%3D1757723786%22%2C%22material%22%3A%22Wool%22%2C%22name%22%3A%22Men%27s+Wool+Runner+NZ+Mid+Waterproof%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A112%2C%22price_tier%22%3A%22tier-2%22%2C%22product_id%22%3A%227205594759248%22%2C%22silhouette%22%3A%22Runner-up%22%2C%22url%22%3A%22%2Fproducts%2Fmens-wool-runner-nz-mid-waterproof-natural-black-royal-blue%22%2C%22position%22%3A%2227%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A12026_25Q4_Wool-Runner-NZ-Mid-Waterproof-Natural-Black-Royal-Blue-Barely-Grey-Sole_PDP_LEFT.png?v=1757723786&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Tree Piper,,52.0,,GBP,Yes,,https://www.allbirds.com/products/mens-tree-pipers?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Kaikoura+White+%28White+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-tree-pipers%22%2C%22hue%22%3A%22White%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FTP1MKWW_TREE_PIPER_LEFT_GLOBAL_KAIKOURA_WHITE.png%3Fv%3D1776208292%22%2C%22material%22%3A%22Tree%22%2C%22name%22%3A%22Men%27s+Tree+Piper%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A52%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%226565493473360%22%2C%22silhouette%22%3A%22Piper%22%2C%22url%22%3A%22%2Fproducts%2Fmens-tree-pipers%22%2C%22position%22%3A%2228%22%7D%5D,https://www.allbirds.com/cdn/shop/files/TP1MKWW_TREE_PIPER_LEFT_GLOBAL_KAIKOURA_WHITE.png?v=1776208292&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Tree Dasher Relay,,99.0,,GBP,Yes,,https://www.allbirds.com/products/mens-tree-dasher-relay-hanami-blue?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Hanami+Blue+%28Blizzard+Sole%29%22%2C%22edition%22%3A%22Limited%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-tree-dasher-relay-hanami-blue%22%2C%22hue%22%3A%22Blue%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11448_25Q1_Tree_Dasher_Relay_Hanami_Blue_Blizzard_PDP_LEFT-2000x2000.png%3Fv%3D1751054979%22%2C%22material%22%3A%22Tree%22%2C%22name%22%3A%22Men%27s+Tree+Dasher+Relay%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A99%2C%22price_tier%22%3A%22tier-2%22%2C%22product_id%22%3A%227083306221648%22%2C%22silhouette%22%3A%22Dasher%22%2C%22url%22%3A%22%2Fproducts%2Fmens-tree-dasher-relay-hanami-blue%22%2C%22position%22%3A%2229%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11448_25Q1_Tree_Dasher_Relay_Hanami_Blue_Blizzard_PDP_LEFT-2000x2000.png?v=1751054979&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Cruiser Corduroy,,55.0,,GBP,Yes,,https://www.allbirds.com/products/mens-cruiser-corduroy-dark-tan?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Dark+Tan+%28Stony+Cream+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-cruiser-corduroy-dark-tan%22%2C%22hue%22%3A%22Beige%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11730_25Q3_Cruiser-Corduroy-Dark-Tan-Stony-Cream_PDP_LEFT__1.png%3Fv%3D1776201402%22%2C%22material%22%3A%22Corduroy%22%2C%22name%22%3A%22Men%27s+Cruiser+Corduroy%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A55%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%227211516002384%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-cruiser-corduroy-dark-tan%22%2C%22position%22%3A%2230%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11730_25Q3_Cruiser-Corduroy-Dark-Tan-Stony-Cream_PDP_LEFT__1.png?v=1776201402&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Runner Chelsea Protect,,80.0,,GBP,Yes,,https://www.allbirds.com/products/mens-runner-chelsea-protect?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+Black+%28Natural+Black+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-runner-chelsea-protect%22%2C%22hue%22%3A%22Black%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11013_24Q4_Runner-Chelsea-Protect-Natural-Black-Natural-Black_PDP_LEFT__1_1448d1b5-5360-44f2-996a-fbfc7197a3e1.png%3Fv%3D1751058920%22%2C%22material%22%3A%22Wool%22%2C%22name%22%3A%22Men%27s+Runner+Chelsea+Protect%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A80%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%227138030452816%22%2C%22silhouette%22%3A%22Runner-up%22%2C%22url%22%3A%22%2Fproducts%2Fmens-runner-chelsea-protect%22%2C%22position%22%3A%2231%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11013_24Q4_Runner-Chelsea-Protect-Natural-Black-Natural-Black_PDP_LEFT__1_1448d1b5-5360-44f2-996a-fbfc7197a3e1.png?v=1751058920&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Tree Runner Go - Utility,,65.0,,GBP,Yes,,https://www.allbirds.com/products/mens-tree-runner-go-utility?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+Black+%28Natural+Black+Sole%29%22%2C%22edition%22%3A%22Limited%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-tree-runner-go-utility%22%2C%22hue%22%3A%22Black%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11488_25Q2_Tree_Runner_Go_Utility_Natural_Black_Natural_Black_PDP_LEFT-2000x2000.png%3Fv%3D1751063657%22%2C%22material%22%3A%22Tree%22%2C%22name%22%3A%22Men%27s+Tree+Runner+Go%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A65%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%227132537815120%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-tree-runner-go-utility%22%2C%22position%22%3A%2232%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11488_25Q2_Tree_Runner_Go_Utility_Natural_Black_Natural_Black_PDP_LEFT-2000x2000.png?v=1751063657&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Cruiser Mid Explore,,119.0,,GBP,Yes,,https://www.allbirds.com/products/mens-cruiser-mid-explore?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+Black+%28Dark+Grey+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-cruiser-mid-explore%22%2C%22hue%22%3A%22Black%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11765_25Q3_Cruiser-Mid-Explore-Natural-Black-Dark-Grey_PDP_LEFT.png%3Fv%3D1758235374%22%2C%22material%22%3A%22Cotton%22%2C%22name%22%3A%22Men%27s+Cruiser+Mid+Explore%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A119%2C%22price_tier%22%3A%22tier-1%22%2C%22product_id%22%3A%227218306580560%22%2C%22silhouette%22%3A%22Runner-up%22%2C%22url%22%3A%22%2Fproducts%2Fmens-cruiser-mid-explore%22%2C%22position%22%3A%2233%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11765_25Q3_Cruiser-Mid-Explore-Natural-Black-Dark-Grey_PDP_LEFT.png?v=1758235374&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Tree Skipper,,52.0,,GBP,Yes,,https://www.allbirds.com/products/mens-tree-skippers?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Kaikoura+White+%28White+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-tree-skippers%22%2C%22hue%22%3A%22White%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FTS2MKWW_SHOE_LEFT_GLOBAL_MENS_TREE_SKIPPER_KAIKOURA_WHITE_WHITE_9f0a150b-8a84-4b8d-a2ec-a735c3f1b1d4.png%3Fv%3D1776209496%22%2C%22material%22%3A%22Tree%22%2C%22name%22%3A%22Men%27s+Tree+Skipper%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A52%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%224868993515600%22%2C%22silhouette%22%3A%22Skipper%22%2C%22url%22%3A%22%2Fproducts%2Fmens-tree-skippers%22%2C%22position%22%3A%2234%22%7D%5D,https://www.allbirds.com/cdn/shop/files/TS2MKWW_SHOE_LEFT_GLOBAL_MENS_TREE_SKIPPER_KAIKOURA_WHITE_WHITE_9f0a150b-8a84-4b8d-a2ec-a735c3f1b1d4.png?v=1776209496&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Runner NZ Remix,,70.0,,GBP,Yes,,https://www.allbirds.com/products/mens-runner-nz-remix?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Natural+White+%28Natural+White+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-runner-nz-remix%22%2C%22hue%22%3A%22White%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11943_25Q3_Runner-NZ-Remix-Natural-White-Natural-White-Sole_PDP_LEFT__1.png%3Fv%3D1755120006%22%2C%22material%22%3A%22Tree%22%2C%22name%22%3A%22Men%27s+Runner+NZ+Remix%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A70%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%227199682953296%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-runner-nz-remix%22%2C%22position%22%3A%2235%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11943_25Q3_Runner-NZ-Remix-Natural-White-Natural-White-Sole_PDP_LEFT__1.png?v=1755120006&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Wool Runner Mizzle,,62.0,,GBP,Yes,,https://www.allbirds.com/products/mens-wool-runner-mizzles-stony-cream?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Stony+Cream+%28Natural+White+Sole%29%22%2C%22edition%22%3A%22Limited%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-wool-runner-mizzles-stony-cream%22%2C%22hue%22%3A%22Beige%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA11021_24Q4_Wool_Runner_Mizzle_Stony_Cream_Natural_White_PDP_LEFT-2000x2000.png%3Fv%3D1776207276%22%2C%22material%22%3A%22Wool%22%2C%22name%22%3A%22Men%27s+Wool+Runner+Mizzle%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A62%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%226965315797072%22%2C%22silhouette%22%3A%22Runner%22%2C%22url%22%3A%22%2Fproducts%2Fmens-wool-runner-mizzles-stony-cream%22%2C%22position%22%3A%2236%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A11021_24Q4_Wool_Runner_Mizzle_Stony_Cream_Natural_White_PDP_LEFT-2000x2000.png?v=1776207276&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Wool Runner-up Mizzle,,60.0,,GBP,Yes,,https://www.allbirds.com/products/mens-wool-runner-up-mizzles-botanic-red?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Botanic+Red+%28Botanic+Red+Sole%29%22%2C%22edition%22%3A%22Limited%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-wool-runner-up-mizzles-botanic-red%22%2C%22hue%22%3A%22Red%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FA10109M080-Wool_Runner_up_Mizzle-Side-Global-Mens-Wool-Botanic_Red-Botanic_Red.png%3Fv%3D1776889782%22%2C%22material%22%3A%22Wool%22%2C%22name%22%3A%22Men%27s+Wool+Runner-up+Mizzles%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A60%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%226858157916240%22%2C%22silhouette%22%3A%22Runner-up%22%2C%22url%22%3A%22%2Fproducts%2Fmens-wool-runner-up-mizzles-botanic-red%22%2C%22position%22%3A%2237%22%7D%5D,https://www.allbirds.com/cdn/shop/files/A10109M080-Wool_Runner_up_Mizzle-Side-Global-Mens-Wool-Botanic_Red-Botanic_Red.png?v=1776889782&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
,,Men's Tree Lounger,,39.0,,GBP,Yes,,https://www.allbirds.com/products/mens-tree-loungers?sale=true&a_ajs_event=Product+Clicked&a_ajs_prop_currency=USD&a_ajs_prop_currency_symbol=%24&a_ajs_prop_collection_handle=sale-mens&a_ajs_prop_collection_name=Men%27s+Sale&a_ajs_prop_collection_parent=Home&a_ajs_prop_collection_style_count=1&a_ajs_prop_collection_type=PARENT_COLLECTION&a_ajs_prop_collection_url=https%3A%2F%2Fwww.allbirds.com%2Fcollections%2Fsale-mens&a_ajs_prop_list_id=274499174480&a_ajs_prop_is_markdown_collection=true&a_ajs_prop_products=a_ajs_prop_type_object%5B%7B%22category%22%3A%22Shoes%22%2C%22color_name%22%3A%22Navy+Night+%28White+Sole%29%22%2C%22edition%22%3A%22Classic%22%2C%22gender%22%3A%22Mens%22%2C%22handle%22%3A%22mens-tree-loungers%22%2C%22hue%22%3A%22Blue%22%2C%22image_url%22%3A%22%2F%2Fwww.allbirds.com%2Fcdn%2Fshop%2Ffiles%2FTL2MNNW080_SHOE_LEFT_GLOBAL_MENS_TREE_LOUNGER_NAVY_NIGHT_WHITE_v2_f21b7229-9fcf-4007-bce4-6f2312caa657.png%3Fv%3D1776803873%22%2C%22material%22%3A%22Tree%22%2C%22name%22%3A%22Men%27s+Tree+Lounger%22%2C%22on_sale%22%3Atrue%2C%22price%22%3A39%2C%22price_tier%22%3A%22tier-4%22%2C%22product_id%22%3A%224870549536848%22%2C%22silhouette%22%3A%22Lounger%22%2C%22url%22%3A%22%2Fproducts%2Fmens-tree-loungers%22%2C%22position%22%3A%2238%22%7D%5D,https://www.allbirds.com/cdn/shop/files/TL2MNNW080_SHOE_LEFT_GLOBAL_MENS_TREE_LOUNGER_NAVY_NIGHT_WHITE_v2_f21b7229-9fcf-4007-bce4-6f2312caa657.png?v=1776803873&width=1024,,,,,,,,www.allbirds.com,2026-05-17T14:30:20
